"A","B","C","D","E","F","G","H","I","J","K","L"
5.9736877605309457e-01,3.2152304347922761e-01,0.0000000000000000e+00,1.3045746516253826e-01,3.0039047738626612e-01,9.8917317985744505e-03,1.7230671276007684e-01,0.0000000000000000e+00,2.9494177842126268e-02,1.0732746698911882e-01,2.3515908710092059e-01,5.7992021199724797e-01
2.9189747600943106e-01,2.3848990917797636e-01,0.0000000000000000e+00,1.3058526520536279e-01,6.8430187499226469e-02,3.4051948670358717e-01,3.5360137695654598e-01,0.0000000000000000e+00,2.7367740657076522e-01,1.1749521087827991e-01,8.1988792241645525e-01,8.5337559395563467e-01
6.1754030621153944e-01,4.8187393528378042e-01,0.0000000000000000e+00,3.8815652579965759e-01,5.0079587348701576e-02,1.8547708366274951e-01,4.1457660541445351e-01,0.0000000000000000e+00,3.7291128210297653e-01,3.9273475155943122e-01,8.6111374577625588e-01,9.5885048637981862e-01
3.8946067912501880e-01,2.8374195896086041e-01,0.0000000000000000e+00,2.9372240019589824e-01,5.5300552589306537e-02,1.7548043710321004e-01,3.8920007715482396e-01,0.0000000000000000e+00,4.4473307495243031e-03,2.1600122276337047e-01,4.4006169786562110e-01,7.4594939497831381e-01
1.9618145137504084e-01,5.2716393377280978e-02,0.0000000000000000e+00,2.7257865464811587e-01,1.2861256043543257e-01,1.3407701104941716e-01,2.1667068137409240e-01,0.0000000000000000e+00,1.8402192049572452e-01,4.8297174916423241e-01,7.9980186851697055e-01,5.6372328182354647e-01
2.0452528634655476e-01,2.7562691426974595e-01,0.0000000000000000e+00,2.9591931197048355e-01,2.9232259206896904e-01,1.8891819199863705e-01,4.7187315738690744e-01,0.0000000000000000e+00,6.6862076719980279e-01,4.8712100219133631e-01,9.2011131543108937e-01,2.4465308595235036e-01
9.0950227994220700e-02,2.6627029548828185e-01,0.0000000000000000e+00,2.3015009990558630e-01,3.4736613452012899e-01,3.8609612612530969e-01,2.2949970340038289e-01,0.0000000000000000e+00,3.8797683617246581e-01,7.1190688388360776e-02,1.4480839190022743e-01,6.1667460617379133e-01
8.4268236322480750e-01,1.7161768746358236e-01,0.0000000000000000e+00,1.3146990993862623e-01,4.5902273276299749e-01,1.0991426280694785e-01,2.3364709743528353e-01,0.0000000000000000e+00,2.5453494031773904e-01,3.5333446852541472e-01,4.2138583398328522e-01,5.6719293167123208e-02
1.9551286309381100e-01,8.2314446155851873e-02,0.0000000000000000e+00,2.8674545012084368e-01,2.1884558929195971e-01,9.0130161208816131e-02,2.4238938111114464e-01,0.0000000000000000e+00,9.7764025485477002e-01,4.4678419481236969e-01,7.8560391185310841e-01,3.1428153038582596e-01
1.3802481999590088e-01,1.3554947736447576e-01,0.0000000000000000e+00,3.6624764169722213e-01,3.5860727524335134e-01,1.8506780360905328e-01,7.2525902802565170e-02,0.0000000000000000e+00,6.1076293495571177e-01,3.2034014052743498e-01,3.0399938570046126e-01,9.9696991140864877e-01
9.1998750713787114e-01,2.1170350072751021e-01,0.0000000000000000e+00,2.7121823677804798e-02,1.1146645244357822e-01,1.8708361971777063e-01,4.1207919976979329e-01,0.0000000000000000e+00,6.4356251417254651e-03,4.5104135800472606e-01,9.1244994402096924e-01,3.1635305821894022e-01
2.0890673976984475e-01,2.5790671788426908e-02,0.0000000000000000e+00,4.2759518924393003e-01,1.6448290050735351e-01,3.3926376110938194e-01,2.3715388954183722e-01,0.0000000000000000e+00,5.3523941265166108e-01,1.6543802257151549e-01,1.6850079073874857e-01,2.4041961449479743e-01
6.1935163429233953e-01,4.6996127809438132e-01,0.0000000000000000e+00,2.4030335807805200e-01,2.7011973612520596e-01,1.4276511511073184e-01,4.0257727884309430e-01,0.0000000000000000e+00,1.0700418071002593e-01,3.7363707970030302e-01,1.7283396763900782e-02,6.2772837908301460e-01
9.8773717957265661e-01,1.4205263488311487e-01,0.0000000000000000e+00,1.8268243246956270e-01,2.6404075797844673e-01,1.4361550086002792e-01,2.8189068559017660e-01,0.0000000000000000e+00,7.9571080178562248e-01,2.0559846660994796e-01,7.9760316162246392e-01,7.8832966742617971e-02
4.6186134013587621e-01,4.6125744588855006e-01,0.0000000000000000e+00,3.1701389957331294e-01,2.5824115973842915e-01,2.9949527859812242e-01,4.3775804580021110e-01,0.0000000000000000e+00,4.4313833540958902e-01,2.9629585659296342e-01,1.4669007046872551e-01,9.4687782707820989e-01
1.3819930646439138e-01,3.1398972720495161e-01,0.0000000000000000e+00,4.3944717288847107e-01,1.8159811776081832e-02,3.5354860226039142e-01,4.0460939923309658e-01,0.0000000000000000e+00,6.3228236717467023e-02,3.1547479705074299e-01,6.8354191033544409e-01,6.8201031179679639e-01
1.0246566559305448e-01,3.8705326056350589e-02,0.0000000000000000e+00,2.6467354762827594e-01,8.0944544844786429e-02,8.1533734493170282e-03,1.9759242427087090e-01,0.0000000000000000e+00,1.9795978822896743e-02,3.2351884797984082e-01,8.6753882263765392e-01,7.6729625391768375e-01
8.6539140463419706e-02,3.3568466195603114e-01,0.0000000000000000e+00,4.2936854206435854e-01,3.4489071349410627e-01,4.1576085568874668e-04,2.0142959526842485e-01,0.0000000000000000e+00,9.3825008006733768e-03,2.6120352944488234e-01,8.1103750596571911e-01,4.8326930138660695e-01
5.8064890236458644e-01,2.6586735877206918e-02,0.0000000000000000e+00,1.2074116383545459e-01,6.6460023413264097e-02,3.5387751303354899e-02,2.4529814728473243e-01,0.0000000000000000e+00,1.4522120588806464e-01,2.8914352342690963e-01,5.3977652736085902e-01,4.2381983306040238e-01
8.6429591827461394e-01,2.2512695604842176e-01,0.0000000000000000e+00,1.1339381273602744e-01,8.1818947790474120e-02,1.2144848734098626e-01,2.5975425494654580e-01,0.0000000000000000e+00,2.1327939607042734e-01,3.3988747061858893e-01,9.3357310485567835e-02,1.9113551033155440e-01
7.6781650874224594e-01,2.1823534079060433e-01,0.0000000000000000e+00,1.1181942186904720e-01,3.0699472204513311e-02,3.9131467995187735e-01,1.3912849558718448e-02,0.0000000000000000e+00,8.5370456036827136e-02,1.6729433764406922e-02,6.1546469393264536e-01,4.5076453072876888e-01
1.1496834573489356e-01,2.0974519812936585e-01,0.0000000000000000e+00,6.4360891634517733e-02,4.0412721578771138e-01,3.9220849678864925e-03,1.9945600856322276e-01,0.0000000000000000e+00,9.4998081497408426e-01,1.6848823667357160e-01,5.0898965864900081e-01,2.8350174920799831e-01
3.6519371065970518e-01,3.9527651277515891e-01,0.0000000000000000e+00,2.9848059608776017e-01,3.1589840526249224e-01,2.5087316601251672e-02,4.7103041510197702e-01,0.0000000000000000e+00,9.9661012610151989e-01,2.1820674815535648e-01,4.6676294958076348e-02,1.4382968646634842e-01
4.9913178661905411e-01,3.3320375769232446e-01,0.0000000000000000e+00,1.1451162390217144e-01,3.5753291920815250e-01,4.4653146587875953e-01,9.8303070270689477e-02,0.0000000000000000e+00,5.0016971327107451e-01,1.0122567067398379e-01,8.1576978128524469e-01,9.2011710462378415e-01
4.0887165815463211e-01,3.1184472337358482e-01,0.0000000000000000e+00,3.7138651563556130e-01,1.8483201589718587e-01,1.4004629190705953e-01,2.5246081700657258e-02,0.0000000000000000e+00,1.6236185719410012e-01,3.6588910717697093e-01,3.2087493171910242e-01,9.8913928086009384e-01
5.0492191726913105e-01,7.6829943847986429e-02,0.0000000000000000e+00,3.0271382976951877e-01,2.1812362149335002e-01,9.9374075297237754e-02,2.3569486416808633e-01,0.0000000000000000e+00,7.2971394097533260e-01,4.4242416980451671e-01,6.9413368166539779e-01,9.3355960273691752e-01
4.3370852941704641e-01,3.7990657325315635e-01,0.0000000000000000e+00,2.4592442983221560e-01,3.5966149573313133e-01,1.3700377846201611e-01,3.4012997149045610e-01,0.0000000000000000e+00,2.5675205058315931e-01,1.5409759161879164e-01,6.8241555655631281e-02,3.1153220019639605e-01
9.4506441199964342e-01,2.9910157191456949e-01,0.0000000000000000e+00,4.4005548898456309e-01,1.0847743412210839e-01,4.4718775242671577e-01,3.0684665604361999e-01,0.0000000000000000e+00,8.8765006545257430e-02,7.7721553667135426e-03,7.6053909064927594e-01,4.8740508205746225e-01
4.2507296470173039e-01,3.7283726123493255e-01,0.0000000000000000e+00,3.0923245860098830e-01,3.7861484006353185e-01,3.4687588281796017e-01,5.5266089107031763e-02,0.0000000000000000e+00,7.5747999775770070e-01,3.3933830926987218e-01,4.0274519112467488e-01,6.9217980943954149e-03
8.4352736816958296e-01,7.5865107950431748e-02,0.0000000000000000e+00,2.5593978966382369e-01,2.9899325615895583e-01,4.4191181128531171e-01,2.6144925465003549e-01,0.0000000000000000e+00,7.5851015938018329e-01,2.1899863742018336e-01,1.0895536933797145e-01,5.3141708822938938e-01
9.4480529049059703e-01,2.4664674755086399e-01,0.0000000000000000e+00,2.9859391735830354e-01,3.5225622653207639e-01,2.2707277241484350e-01,3.6082850542347766e-01,0.0000000000000000e+00,9.9688905630992641e-02,3.7949978362573134e-01,1.2133235275771437e-01,8.3921963245728115e-01
3.3806590629811817e-01,1.8455200746863096e-01,0.0000000000000000e+00,1.8898629323240607e-01,1.0173407830425825e-01,3.9586772620195959e-01,3.7769304318791989e-02,0.0000000000000000e+00,7.2098525867229046e-01,4.2363549511298043e-01,1.2777843807159872e-01,4.8306567781501419e-01
9.9644295473233924e-01,3.0129452166737686e-01,0.0000000000000000e+00,2.4387802409875042e-01,2.8216813376059074e-01,1.5134942968016787e-01,2.1272505372129411e-01,0.0000000000000000e+00,4.8547759516801570e-03,6.1457921328578767e-02,3.8523807562251822e-02,9.3540239700484307e-02
1.0994514642663833e-01,2.8895040154087764e-01,0.0000000000000000e+00,3.0254596128776301e-01,6.8373029030414423e-02,4.2293578685122352e-01,3.4010974291738533e-01,0.0000000000000000e+00,5.4500814968464173e-01,2.7051599872875674e-02,3.9773484345211108e-02,5.9416751497800901e-01
6.9486141288659375e-01,8.2820178811971706e-02,0.0000000000000000e+00,1.0133804169100445e-01,1.1912899326917202e-01,3.6824646855699819e-02,1.7150182972506028e-01,0.0000000000000000e+00,8.6221696335216613e-01,2.8411502449201487e-01,7.3448178414640619e-01,4.9277628108731220e-01
5.9496049718888000e-01,3.6297224734849637e-01,0.0000000000000000e+00,1.8785881240259122e-01,4.2391449866132785e-01,3.7439200384408461e-01,3.4723121184399924e-01,0.0000000000000000e+00,1.7499197845091130e-01,7.0233137289575240e-02,6.8608054308006339e-01,1.6481333630742689e-01
9.5188070795701174e-01,7.4121688622170983e-03,0.0000000000000000e+00,1.4023259020464246e-01,3.4686763713260504e-01,2.6991416776285243e-01,7.0651468540305268e-02,0.0000000000000000e+00,7.2415959692853482e-01,2.6346176853657033e-01,4.6119508347361826e-01,6.1311783421474209e-01
5.8879413949376658e-01,3.7567350068872674e-01,0.0000000000000000e+00,3.1220048961606300e-01,4.5323680978883180e-01,3.8000932663064529e-01,3.7825950527063429e-01,0.0000000000000000e+00,6.0584918383364506e-01,1.9078913811751660e-01,2.7128732037911107e-01,6.1600721458641861e-01
5.8567541313523863e-01,4.5192774730003105e-01,0.0000000000000000e+00,4.5139002847427678e-01,3.2915132726315705e-01,5.7121829467111834e-02,5.3939810593478701e-02,0.0000000000000000e+00,5.8922720422903652e-01,1.6550708510310669e-01,8.4471434293940750e-01,4.4880317638457368e-01
3.0414178516699053e-01,2.9953817180964304e-01,0.0000000000000000e+00,2.8969633295532315e-01,4.1025653332898615e-01,4.7327344765702062e-01,3.6300945663956169e-01,0.0000000000000000e+00,1.6004929841225590e-01,2.2774253084550181e-01,3.0770836785223521e-02,7.3454672234848473e-01
3.8496110868170819e-01,2.9481855575017013e-01,0.0000000000000000e+00,4.6293649562954747e-01,4.7847753023251588e-01,2.0745556883555277e-01,2.9696846435478702e-01,0.0000000000000000e+00,6.2646118318529598e-01,2.4703232504605543e-01,3.7401749056388289e-01,3.1046157888808090e-01
5.5253652833195410e-01,1.1306873446420644e-01,0.0000000000000000e+00,1.2655205590150465e-01,4.5206091856522668e-01,2.9264937911623851e-01,3.5341782385943399e-01,0.0000000000000000e+00,7.4572863612367213e-01,4.3188672019062863e-01,4.0933314066697868e-02,9.6135722417968039e-01
5.0235295843560790e-01,1.9585104869471645e-01,0.0000000000000000e+00,3.7466680419251525e-01,5.0042739868847941e-02,8.8032476131317206e-02,1.8996845747316999e-04,0.0000000000000000e+00,5.4987720312814581e-01,4.3416393930811842e-01,3.1880890018032293e-03,8.3146103251509285e-02
6.8751048525782643e-01,3.7595872293352972e-01,0.0000000000000000e+00,3.2444722348938188e-01,4.4188705511284709e-01,3.4636304267015561e-01,1.3508396604489619e-02,0.0000000000000000e+00,6.5046420680426609e-01,4.3748126635912327e-01,4.3348181413499098e-01,1.9022944655108009e-02
4.7020188924047357e-01,3.2612666724115724e-01,0.0000000000000000e+00,9.0908001647586167e-02,1.7691976315259383e-01,1.4396930700345609e-01,2.4256476159462181e-01,0.0000000000000000e+00,8.1086627910271769e-01,2.6236033352343441e-01,6.6868450444403171e-01,8.5543010269063391e-01
7.0148054301569562e-02,3.5435559236757569e-01,0.0000000000000000e+00,2.3037414628802722e-01,2.0435720771759353e-01,1.0951754392432059e-01,4.6076189777753096e-01,0.0000000000000000e+00,3.1180330799100120e-01,3.8902308993999934e-01,8.0730008522044483e-01,8.2560153544127335e-01
8.8944412725762301e-01,2.9156305659810355e-01,0.0000000000000000e+00,4.2487390566458166e-01,2.8636551069899097e-02,5.8498040354645654e-02,1.3986204296674501e-01,0.0000000000000000e+00,7.0139392406180168e-01,4.1083062697960682e-01,3.6522542918126732e-01,9.6335277987142254e-01
7.1108496155680401e-01,4.5400855462483358e-03,0.0000000000000000e+00,3.6093907007352949e-01,6.8257286980366177e-03,4.6759029292363874e-01,1.5391107179002500e-01,0.0000000000000000e+00,2.5719742893010800e-01,4.4294627169633938e-01,6.6478119612828235e-01,5.3895626736842073e-01
3.1974366770117402e-01,3.8203907722830660e-01,0.0000000000000000e+00,2.6332896115912613e-01,4.0470307602203404e-01,3.0136954105479252e-01,8.4992843006474181e-02,0.0000000000000000e+00,6.1921734845270526e-01,4.8610504439369023e-01,4.0803033029165259e-01,8.8505443444515475e-01
2.4798196406253625e-01,1.0943098339101714e-01,0.0000000000000000e+00,6.7842044062706400e-02,2.8859325875393715e-01,2.7240595271262106e-02,4.0400559605641384e-01,0.0000000000000000e+00,7.1414374799329239e-01,3.2345852277170378e-01,2.3185940752349499e-01,5.3448903032817530e-01
6.1667388501111553e-01,5.2149309849024396e-03,0.0000000000000000e+00,1.6527959462903080e-01,2.6851520519541205e-01,5.6533986081847537e-02,4.6665579248784589e-01,0.0000000000000000e+00,6.2178027128822988e-01,2.1916292623093309e-01,8.4951156210683143e-01,6.2816060444916677e-01
9.9165976650740650e-01,3.3037911645346474e-01,0.0000000000000000e+00,2.1281870323824026e-01,1.9081248825431693e-01,2.6059631160267827e-01,3.0369269188606290e-01,0.0000000000000000e+00,3.1299711599594859e-01,4.2421785783390092e-01,6.1541959454730888e-01,2.6052081786693981e-01
8.3262723750775769e-01,2.8494193349736391e-01,0.0000000000000000e+00,4.5008475409806105e-02,2.6644390300767201e-01,2.2814950437353709e-02,8.8646486042715841e-02,0.0000000000000000e+00,8.6784936815278746e-01,2.5676729744351001e-01,5.0812560893247261e-01,8.9182691894120114e-01
1.6241794231232065e-02,5.8416400992442545e-02,0.0000000000000000e+00,2.5788950405291666e-01,3.2405747044483274e-01,1.6904067309500662e-01,2.1660037378245101e-01,0.0000000000000000e+00,2.6980285251809155e-01,1.9298803359554145e-01,7.7858849884189230e-01,5.5912813021516783e-01
4.7395222884530686e-01,2.7666686241539773e-01,0.0000000000000000e+00,3.5409811765305804e-01,3.0767494724148359e-01,1.5744610816042062e-01,4.1561249583917387e-01,0.0000000000000000e+00,2.8078431367845180e-01,3.3089048111667102e-02,8.3734861767027047e-01,5.9812751104978323e-01
8.6380527826558562e-01,4.6717683425338569e-01,0.0000000000000000e+00,3.1623720695313273e-01,2.5935430396252562e-01,7.5379837813314282e-03,1.0755349801954038e-01,0.0000000000000000e+00,5.8876229097189969e-01,2.4007345910733810e-01,5.2009220629187825e-01,3.2578395839552887e-01
3.2691635379545159e-01,3.6362528646696390e-01,0.0000000000000000e+00,1.6721154017612125e-01,2.2011290834901487e-01,2.0910317763732195e-01,3.7227863013305496e-01,0.0000000000000000e+00,4.8878429194844686e-01,1.3191727427626865e-01,4.8485186257948576e-01,8.9540938931391922e-02
4.2024809914691752e-01,1.9545579584799602e-01,0.0000000000000000e+00,5.2468163981079070e-02,4.4764015819072639e-01,1.7059735225068090e-01,1.8045423285353926e-01,0.0000000000000000e+00,4.3171707203536891e-01,4.5418698701529658e-01,6.7966482698640740e-01,1.0061734118357579e-01
4.9999603953348437e-01,1.4547829683599936e-01,0.0000000000000000e+00,5.5956741387182185e-03,3.6085297154581059e-02,2.1261369150877840e-01,1.0932787614120873e-02,0.0000000000000000e+00,3.6381960230413624e-01,1.1793579836288846e-01,6.4792946816766994e-01,5.3760195500937735e-01
5.6237671474057915e-01,1.6190706823767065e-01,0.0000000000000000e+00,2.3243555722254869e-01,3.8006085738070672e-01,1.3920466923489930e-01,1.0097813473870758e-01,0.0000000000000000e+00,7.2318281607650858e-01,1.2971042935244081e-01,2.2943747682375948e-02,4.4430002976663774e-02
4.2102912292880901e-01,4.1654482592433234e-01,0.0000000000000000e+00,1.6160202364496118e-01,2.7937027667334319e-01,3.2684714566947060e-01,9.9599899958933369e-02,0.0000000000000000e+00,6.5670588373960825e-01,2.3558070166546177e-01,2.2909142116861458e-02,3.2337647964247651e-01
1.6260593535455525e-01,2.2757154167800114e-01,0.0000000000000000e+00,1.7816393092442576e-01,1.6953453887474962e-01,1.5604236204215435e-01,3.1042665345100723e-01,0.0000000000000000e+00,2.5199503012762459e-01,3.0814805999267075e-01,2.5010930588336144e-01,1.5477576008975347e-01
6.4591452009011929e-01,7.5753475803552267e-02,0.0000000000000000e+00,4.1561013944137298e-01,3.6813735022466060e-01,3.5222634913632705e-01,3.7720384426648171e-02,0.0000000000000000e+00,3.9393081440071764e-01,2.0805367541971426e-01,2.6658997582048749e-01,9.5225497901204603e-02
6.9370047660824552e-02,3.7744535829661646e-01,0.0000000000000000e+00,3.9626612353258217e-01,3.0833946049921768e-01,4.2634595480446863e-01,3.1643472835713715e-01,0.0000000000000000e+00,1.3656627063270310e-02,2.9878762047803809e-01,3.4453008761030168e-01,7.6670804129233661e-02
4.8520492155757600e-01,3.3792168016486462e-02,0.0000000000000000e+00,1.5666784824519209e-01,6.1381885717310611e-02,3.6942405680759377e-01,3.3847154030350435e-01,0.0000000000000000e+00,6.2075281356467338e-01,5.6268534212385223e-02,4.9279203287465179e-01,8.2136347007207511e-01
7.0020868232564570e-01,4.8032863154486760e-01,0.0000000000000000e+00,3.9273326204348452e-01,3.8709158558544826e-01,3.0578957154575354e-01,2.6959888459301778e-01,0.0000000000000000e+00,3.1031885686456184e-01,6.3195506449907957e-02,7.4138270517360372e-01,5.5667643821701551e-01
7.6328588279222997e-01,1.5329606636690407e-01,0.0000000000000000e+00,1.2999734878571503e-01,8.1369535778477706e-02,4.4636305141491156e-01,3.9040463474192433e-01,0.0000000000000000e+00,6.3346578777621843e-01,6.8557845980219578e-02,2.9953091072178784e-01,8.4257813409856563e-01
